Nombre,Ciudad,Ingreso,Edad,Genero,Nivel educativo,Pobreza,Subsidio
Maria,Las Palmas,3249,43,F,Licenciatura,1,0
Pedro,Las Palmas,4769,43,M,Doctorado,1,0
Carlos,Barcelona,3493,35,M,Bachillerato,1,0
Ana,Palma de Mallorca,4401,45,F,Licenciatura,1,1
Diego,Madrid,1315,29,F,Doctorado,1,1
Jose,Palma de Mallorca,1899,43,M,Maestría,1,0
Ana,Valencia,2965,48,F,Bachillerato,0,0
Jose,Valencia,1095,37,M,Licenciatura,0,1
Elena,Palma de Mallorca,1379,38,M,Bachillerato,1,0
Pedro,Las Palmas,2699,54,F,Bachillerato,0,0
Maria,Madrid,4585,38,M,Bachillerato,0,0
Pedro,Barcelona,1272,25,M,Bachillerato,0,1
Jose,Málaga,2662,39,M,Doctorado,1,1
Juan,Las Palmas,4596,36,F,Doctorado,1,1
Elena,Valencia,2222,36,M,Bachillerato,1,1
Luis,Las Palmas,3440,48,F,Bachillerato,1,0
Carlos,Madrid,2624,47,F,Licenciatura,0,0
Ana,Madrid,1417,50,F,Doctorado,0,0
Jose,Las Palmas,4893,69,M,Maestría,0,1
Jose,Barcelona,4013,27,F,Bachillerato,0,1
Carlos,Barcelona,2588,61,M,Licenciatura,0,1
Elena,Barcelona,3127,44,M,Bachillerato,0,1
Diego,Zaragoza,4231,22,F,Doctorado,1,1
Juan,Málaga,1578,43,M,Maestría,0,0
Carlos,Palma de Mallorca,3908,62,F,Doctorado,1,1
Ana,Valencia,2972,55,F,Licenciatura,1,0
Elena,Palma de Mallorca,2560,33,M,Licenciatura,1,1
Maria,Sevilla,2920,60,M,Maestría,1,1
Pedro,Palma de Mallorca,2274,49,F,Bachillerato,0,1
Elena,Las Palmas,2083,60,M,Bachillerato,1,1
Pedro,Zaragoza,3958,56,F,Doctorado,0,1
Luis,Sevilla,4266,26,M,Licenciatura,0,0
Maria,Barcelona,1045,51,F,Licenciatura,1,1
Carlos,Barcelona,1894,49,F,Maestría,1,0
Ana,Barcelona,4926,44,M,Maestría,1,1
Ana,Barcelona,1026,40,M,Maestría,0,1
Juan,Zaragoza,2776,59,F,Bachillerato,0,1
Carlos,Palma de Mallorca,3930,41,F,Licenciatura,1,1
Elena,Bilbao,1217,51,M,Maestría,0,1
Maria,Madrid,1523,20,M,Doctorado,0,1
Ana,Valencia,2377,47,F,Doctorado,1,0
Juan,Palma de Mallorca,2970,55,M,Doctorado,0,0
Carlos,Granada,3846,48,M,Bachillerato,0,1
Maria,Sevilla,4876,39,M,Licenciatura,0,0
Pedro,Madrid,4258,67,M,Licenciatura,0,1
Jose,Zaragoza,4527,28,M,Licenciatura,0,1
Maria,Madrid,1566,29,M,Doctorado,0,1
Laura,Las Palmas,1980,37,F,Maestría,0,0
Jose,Barcelona,1495,69,F,Licenciatura,1,0
Carlos,Madrid,1337,20,F,Maestría,0,0
Elena,Sevilla,3146,68,M,Doctorado,0,0
Juan,Barcelona,1319,28,M,Bachillerato,1,0
Luis,Valencia,3236,20,M,Bachillerato,1,0
Ana,Barcelona,4643,40,F,Doctorado,1,1
Pedro,Barcelona,4727,41,F,Licenciatura,0,1
Carlos,Barcelona,1843,32,M,Maestría,0,0
Ana,Sevilla,3385,66,M,Doctorado,0,0
Diego,Palma de Mallorca,2612,20,M,Bachillerato,1,1
Carlos,Zaragoza,2418,66,F,Doctorado,1,0
Diego,Málaga,1382,53,F,Bachillerato,0,0
Juan,Barcelona,2936,24,M,Licenciatura,0,0
Jose,Barcelona,1856,37,M,Maestría,1,0
Jose,Barcelona,2015,47,M,Doctorado,0,0
Elena,Zaragoza,1924,57,F,Maestría,0,0
Ana,Madrid,1233,20,F,Maestría,1,0
Luis,Sevilla,4622,23,F,Maestría,1,0
Elena,Málaga,3653,67,M,Licenciatura,1,0
Jose,Las Palmas,4564,54,F,Doctorado,1,1
Luis,Málaga,1308,62,M,Maestría,0,0
Jose,Madrid,4596,29,M,Licenciatura,1,0
Jose,Sevilla,2912,43,M,Doctorado,0,0
Diego,Madrid,4923,58,M,Licenciatura,1,0
Diego,Palma de Mallorca,2807,54,F,Licenciatura,1,1
Diego,Madrid,4403,21,M,Licenciatura,1,0
Pedro,Madrid,3399,67,F,Maestría,0,1
Maria,Zaragoza,3607,63,M,Maestría,0,0
Luis,Granada,4186,33,M,Maestría,0,0
Diego,Sevilla,4624,47,F,Maestría,0,0
Luis,Sevilla,2172,57,F,Licenciatura,0,0
Elena,Bilbao,3573,37,M,Maestría,0,0
Diego,Zaragoza,1286,58,F,Maestría,0,1
Diego,Barcelona,3408,39,M,Doctorado,0,1
Ana,Málaga,4131,29,F,Doctorado,0,0
Pedro,Palma de Mallorca,3965,49,F,Maestría,0,0
Maria,Málaga,3876,51,M,Doctorado,1,1
Jose,Sevilla,1661,31,F,Maestría,0,1
Luis,Granada,4171,65,M,Maestría,0,0
Jose,Palma de Mallorca,1269,59,M,Doctorado,1,0
Jose,Valencia,4285,57,M,Doctorado,0,0
Elena,Sevilla,2199,31,M,Bachillerato,1,1
Pedro,Madrid,1827,48,F,Licenciatura,1,1
Jose,Barcelona,3799,44,M,Maestría,0,0
Maria,Granada,1099,46,F,Bachillerato,1,1
Elena,Valencia,4783,38,M,Bachillerato,0,0
Carlos,Valencia,2576,42,F,Licenciatura,0,1
Elena,Bilbao,2914,68,F,Doctorado,0,0
Maria,Las Palmas,2705,33,M,Doctorado,0,0
Jose,Palma de Mallorca,2085,55,M,Doctorado,1,1
Laura,Palma de Mallorca,3586,34,M,Maestría,1,0
Pedro,Barcelona,3358,66,M,Bachillerato,1,0
Jose,Sevilla,3180,35,M,Maestría,1,1
Ana,Granada,1118,64,M,Doctorado,0,0
Laura,Granada,1472,62,M,Bachillerato,0,0
Elena,Zaragoza,1360,69,M,Licenciatura,0,0
Maria,Granada,4869,50,M,Licenciatura,0,1
Pedro,Bilbao,3566,34,F,Maestría,0,1
Pedro,Granada,2510,45,M,Licenciatura,0,1
Diego,Granada,1750,48,M,Maestría,1,0
Jose,Granada,1956,32,F,Doctorado,0,1
Luis,Granada,1573,63,F,Doctorado,1,0
Maria,Sevilla,2242,31,F,Licenciatura,0,0
Laura,Málaga,1755,28,M,Doctorado,1,1
Maria,Zaragoza,3771,28,F,Doctorado,0,0
Diego,Madrid,1376,32,M,Maestría,1,0
Ana,Málaga,3990,64,M,Licenciatura,0,0
Pedro,Valencia,2107,58,F,Maestría,1,1
Luis,Valencia,4211,40,F,Licenciatura,1,0
Laura,Zaragoza,4594,69,F,Licenciatura,0,0
Maria,Sevilla,2310,57,M,Licenciatura,0,1
Ana,Granada,3818,68,M,Licenciatura,1,1
Maria,Málaga,4196,31,M,Maestría,0,1
Luis,Bilbao,3239,63,M,Maestría,0,0
Pedro,Bilbao,2238,31,F,Licenciatura,1,0
Ana,Málaga,1805,35,F,Licenciatura,1,0
Pedro,Bilbao,3807,21,F,Doctorado,1,0
Juan,Zaragoza,2258,42,M,Doctorado,0,0
Juan,Palma de Mallorca,2251,66,F,Maestría,0,0
Luis,Málaga,2752,25,F,Doctorado,0,0
Luis,Palma de Mallorca,1671,55,M,Maestría,0,0
Maria,Bilbao,2352,32,F,Maestría,0,1
Pedro,Granada,1164,66,F,Bachillerato,1,0
Ana,Málaga,1761,58,M,Doctorado,0,1
Juan,Palma de Mallorca,3657,38,M,Licenciatura,0,0
Carlos,Sevilla,4286,21,F,Licenciatura,1,1
Jose,Zaragoza,3619,53,F,Licenciatura,1,1
Carlos,Zaragoza,3659,41,M,Doctorado,1,0
Juan,Palma de Mallorca,3749,18,M,Maestría,0,1
Maria,Bilbao,1637,53,M,Bachillerato,1,0
Juan,Valencia,4672,37,M,Maestría,1,1
Carlos,Palma de Mallorca,4408,33,F,Doctorado,0,1
Luis,Sevilla,1055,68,F,Maestría,1,1
Laura,Madrid,3314,21,M,Doctorado,1,0
Ana,Málaga,2353,63,F,Doctorado,0,0
Luis,Bilbao,3168,39,M,Maestría,1,0
Maria,Zaragoza,3884,59,F,Bachillerato,0,1
Diego,Málaga,2896,53,M,Bachillerato,1,0
Ana,Zaragoza,3585,67,M,Licenciatura,0,1
Pedro,Granada,4239,36,F,Bachillerato,0,1
Diego,Barcelona,3663,41,M,Bachillerato,0,0
Ana,Granada,2503,20,F,Doctorado,1,1
Maria,Zaragoza,3789,53,F,Licenciatura,0,0
Luis,Madrid,4079,35,F,Licenciatura,0,0
Elena,Zaragoza,4793,58,M,Doctorado,0,1
Pedro,Madrid,3056,41,M,Doctorado,0,1
Elena,Palma de Mallorca,2897,51,M,Licenciatura,1,1
Juan,Valencia,1035,68,F,Doctorado,1,0
Pedro,Palma de Mallorca,2990,34,F,Bachillerato,0,0
Laura,Palma de Mallorca,4154,43,F,Doctorado,0,1
Luis,Zaragoza,4246,54,F,Doctorado,0,1
Pedro,Sevilla,3590,65,F,Bachillerato,0,1
Juan,Palma de Mallorca,3848,36,F,Doctorado,0,1
Jose,Valencia,4636,35,F,Doctorado,1,1
Elena,Palma de Mallorca,3033,44,M,Maestría,0,0
Ana,Barcelona,1584,59,M,Bachillerato,1,0
Diego,Madrid,2007,52,F,Licenciatura,1,0
Diego,Madrid,1625,36,F,Doctorado,0,0
Laura,Valencia,4579,53,F,Doctorado,1,1
Ana,Bilbao,3953,51,F,Maestría,1,1
Laura,Madrid,2273,29,M,Bachillerato,1,1
Diego,Zaragoza,4190,29,F,Bachillerato,1,1
Carlos,Zaragoza,3584,47,F,Doctorado,0,0
Pedro,Sevilla,3419,26,M,Maestría,1,0
Carlos,Zaragoza,1703,58,F,Doctorado,1,0
Juan,Madrid,3734,31,F,Doctorado,0,1
Maria,Palma de Mallorca,4375,47,M,Bachillerato,1,1
Maria,Zaragoza,2353,46,M,Doctorado,1,1
Carlos,Las Palmas,4064,23,M,Bachillerato,1,0
Juan,Zaragoza,3790,37,M,Doctorado,0,0
Ana,Palma de Mallorca,4238,20,F,Bachillerato,1,1
Laura,Zaragoza,4264,50,M,Bachillerato,0,1
Jose,Palma de Mallorca,2910,25,F,Doctorado,0,1
Elena,Sevilla,4070,56,F,Licenciatura,1,0
Carlos,Zaragoza,2516,23,M,Bachillerato,0,0
Pedro,Zaragoza,1234,58,F,Doctorado,0,0
Juan,Barcelona,1459,66,F,Doctorado,0,0
Carlos,Sevilla,2737,54,M,Licenciatura,0,1
Jose,Sevilla,2924,38,M,Maestría,0,0
Luis,Madrid,3127,57,M,Bachillerato,1,0
Elena,Las Palmas,1462,36,F,Maestría,1,0
Diego,Bilbao,2452,33,M,Doctorado,1,0
Luis,Sevilla,4663,47,F,Bachillerato,0,0
Elena,Madrid,2270,35,M,Bachillerato,1,1
Diego,Bilbao,1485,21,M,Licenciatura,1,1
Juan,Zaragoza,3024,27,M,Licenciatura,1,1
Luis,Málaga,4277,62,F,Doctorado,0,1
Ana,Valencia,2317,51,F,Doctorado,1,1
Pedro,Palma de Mallorca,2386,36,F,Doctorado,0,1
Ana,Valencia,1592,31,F,Licenciatura,0,1
Ana,Málaga,2944,48,M,Bachillerato,0,0
Jose,Granada,2034,60,F,Licenciatura,1,1
Carlos,Barcelona,4953,47,F,Bachillerato,1,0
Jose,Málaga,4229,50,M,Licenciatura,0,1
Pedro,Barcelona,2987,54,F,Maestría,1,1
Elena,Valencia,1122,29,M,Licenciatura,1,1
Carlos,Las Palmas,1416,57,M,Maestría,0,0
Juan,Valencia,4024,19,F,Bachillerato,1,0
Pedro,Zaragoza,3666,37,F,Doctorado,0,0
Luis,Barcelona,3468,48,F,Doctorado,1,0
Pedro,Madrid,1092,49,M,Doctorado,1,1
Ana,Palma de Mallorca,3164,38,F,Licenciatura,0,1
Luis,Las Palmas,1373,53,M,Maestría,0,1
Juan,Málaga,3037,52,F,Doctorado,1,1
Juan,Valencia,3832,35,F,Bachillerato,1,0
Carlos,Sevilla,3462,47,F,Bachillerato,0,0
Ana,Madrid,2753,55,F,Doctorado,1,0
Luis,Madrid,1508,55,M,Bachillerato,1,0
Laura,Zaragoza,2626,30,M,Bachillerato,1,0
Juan,Granada,3593,23,M,Licenciatura,0,0
Jose,Málaga,4895,20,M,Licenciatura,0,1
Diego,Valencia,3997,22,M,Maestría,1,1
Carlos,Valencia,4182,23,F,Bachillerato,0,1
Pedro,Granada,2109,58,M,Bachillerato,1,1
Laura,Bilbao,1305,53,M,Doctorado,1,1
Diego,Madrid,1696,66,M,Maestría,1,0
Diego,Málaga,3461,36,M,Licenciatura,1,1
Pedro,Madrid,3564,30,M,Maestría,1,0
Carlos,Valencia,3806,38,M,Bachillerato,0,1
Ana,Granada,3156,47,M,Bachillerato,0,1
Diego,Madrid,4150,52,F,Maestría,0,0
Carlos,Bilbao,4497,28,M,Doctorado,0,0
Elena,Barcelona,1135,52,M,Doctorado,1,0
Luis,Barcelona,3047,54,M,Maestría,0,0
Carlos,Zaragoza,2453,63,M,Maestría,1,1
Luis,Valencia,2756,65,M,Doctorado,1,1
Ana,Zaragoza,3797,24,F,Doctorado,1,0
Luis,Zaragoza,2983,33,F,Maestría,0,0
Jose,Barcelona,1404,67,M,Doctorado,1,0
Ana,Granada,2628,48,M,Doctorado,0,0
Diego,Palma de Mallorca,2123,53,F,Maestría,0,0
Maria,Palma de Mallorca,1069,29,F,Bachillerato,1,1
Laura,Valencia,1238,50,F,Maestría,0,0
Ana,Málaga,1164,48,F,Bachillerato,0,1
Diego,Madrid,2273,43,M,Doctorado,1,0
Maria,Málaga,2656,22,M,Maestría,0,1
Diego,Barcelona,3380,33,M,Licenciatura,0,0
Pedro,Las Palmas,3190,60,M,Maestría,1,1
Pedro,Valencia,4977,44,F,Doctorado,0,0
Laura,Málaga,1021,33,M,Licenciatura,1,1
Carlos,Palma de Mallorca,1275,29,F,Doctorado,1,1
Maria,Zaragoza,2744,64,F,Bachillerato,1,0
Maria,Barcelona,1289,40,M,Maestría,0,1
Laura,Barcelona,2704,55,M,Doctorado,1,0
Elena,Las Palmas,4336,22,F,Bachillerato,1,1
Maria,Barcelona,2114,47,F,Maestría,1,1
Carlos,Barcelona,1779,35,F,Bachillerato,1,1
Jose,Bilbao,3007,66,F,Licenciatura,1,0
Luis,Bilbao,2384,27,M,Doctorado,1,0
Luis,Las Palmas,2417,18,F,Bachillerato,0,1
Ana,Granada,3698,45,M,Doctorado,1,0
Jose,Granada,2476,40,M,Licenciatura,0,1
Luis,Bilbao,1376,64,F,Licenciatura,1,0
Diego,Palma de Mallorca,1051,26,F,Maestría,1,0
Juan,Madrid,2407,65,F,Licenciatura,0,1
Luis,Málaga,4021,27,M,Bachillerato,1,1
Ana,Bilbao,3754,46,F,Licenciatura,0,0
Ana,Zaragoza,2330,27,F,Doctorado,1,1
Carlos,Málaga,4384,62,M,Bachillerato,0,1
Jose,Zaragoza,1856,41,F,Bachillerato,0,0
Diego,Madrid,1591,53,M,Maestría,1,1
Laura,Zaragoza,1200,27,M,Maestría,0,1
Jose,Barcelona,3730,48,F,Licenciatura,0,1
Elena,Granada,2931,64,F,Maestría,0,1
Juan,Valencia,2058,57,F,Maestría,0,1
Elena,Valencia,2878,48,M,Bachillerato,1,1
Luis,Palma de Mallorca,2123,37,F,Bachillerato,1,1
Luis,Bilbao,4950,67,M,Licenciatura,1,1
Pedro,Granada,4179,31,F,Bachillerato,0,0
Juan,Sevilla,3032,27,M,Doctorado,1,0
Pedro,Las Palmas,4056,46,F,Doctorado,1,1
Jose,Bilbao,2059,46,F,Bachillerato,0,1
Maria,Madrid,2378,37,F,Maestría,0,1
Pedro,Málaga,1294,67,M,Doctorado,1,1
Diego,Zaragoza,2627,20,M,Maestría,1,1
Laura,Palma de Mallorca,3674,43,F,Bachillerato,1,1
Carlos,Valencia,2878,23,F,Licenciatura,1,1
Juan,Madrid,1095,35,F,Maestría,1,0
Pedro,Málaga,3640,66,M,Licenciatura,0,1
Luis,Valencia,1355,65,M,Bachillerato,0,0
Luis,Granada,1889,29,M,Bachillerato,1,1
Jose,Valencia,4465,22,F,Maestría,1,1
Luis,Málaga,2275,65,F,Maestría,0,0
Juan,Bilbao,4313,46,M,Maestría,0,0
Carlos,Bilbao,4884,59,F,Licenciatura,0,1
Diego,Bilbao,4944,64,F,Bachillerato,0,1
Laura,Barcelona,2302,45,F,Bachillerato,0,0
Diego,Málaga,4155,41,M,Licenciatura,1,1
Carlos,Las Palmas,4586,29,M,Licenciatura,0,0
Elena,Las Palmas,3196,28,M,Licenciatura,1,0
Diego,Barcelona,1478,48,F,Maestría,0,1
Laura,Málaga,2242,40,M,Licenciatura,0,1
Diego,Las Palmas,3130,57,F,Licenciatura,0,1
Ana,Bilbao,3765,20,M,Doctorado,0,0
Luis,Barcelona,3669,54,F,Bachillerato,0,1
Carlos,Las Palmas,4361,45,F,Licenciatura,1,0
Maria,Palma de Mallorca,1028,43,F,Doctorado,0,0
Elena,Bilbao,4851,65,F,Bachillerato,0,1
Laura,Sevilla,3521,34,F,Licenciatura,1,1
Carlos,Barcelona,4976,36,M,Licenciatura,1,0
Diego,Barcelona,1812,52,F,Doctorado,0,1
Elena,Palma de Mallorca,1572,24,F,Licenciatura,0,0
Luis,Granada,3443,27,M,Maestría,0,1
Maria,Granada,3877,26,F,Maestría,1,0
Elena,Zaragoza,4857,52,F,Maestría,0,1
Laura,Málaga,1959,45,F,Maestría,0,0
Ana,Málaga,2588,32,M,Doctorado,1,0
Carlos,Zaragoza,3678,21,F,Bachillerato,1,0
Laura,Las Palmas,1615,29,M,Bachillerato,0,0
Juan,Sevilla,4358,62,F,Doctorado,0,0
Luis,Bilbao,2235,28,F,Licenciatura,0,0
Pedro,Valencia,1344,30,F,Licenciatura,1,0
Luis,Granada,2498,40,M,Licenciatura,1,0
Luis,Barcelona,3423,19,F,Licenciatura,0,1
Maria,Sevilla,4446,32,F,Bachillerato,0,0
Carlos,Granada,2119,57,M,Licenciatura,0,0
Elena,Valencia,1709,21,M,Licenciatura,1,1
Carlos,Zaragoza,3894,22,F,Bachillerato,1,0
Luis,Palma de Mallorca,1070,30,F,Doctorado,0,1
Pedro,Valencia,1348,52,F,Licenciatura,1,0
Pedro,Zaragoza,1248,37,F,Bachillerato,0,1
Luis,Palma de Mallorca,3022,68,M,Doctorado,1,1
Maria,Sevilla,4150,51,M,Maestría,1,0
Diego,Bilbao,3494,65,M,Doctorado,1,0
Jose,Sevilla,3098,27,F,Maestría,1,0
Juan,Málaga,1378,58,M,Licenciatura,1,0
Juan,Granada,2517,38,F,Doctorado,1,1
Luis,Madrid,3244,69,F,Bachillerato,1,1
Elena,Madrid,4723,28,M,Doctorado,1,1
Jose,Madrid,4155,29,M,Licenciatura,1,1
Maria,Sevilla,4256,46,F,Maestría,0,1
Pedro,Zaragoza,2648,45,F,Bachillerato,0,0
Laura,Málaga,3259,18,M,Maestría,0,1
Pedro,Sevilla,2627,58,F,Maestría,0,1
Ana,Sevilla,3876,58,M,Doctorado,0,1
Juan,Valencia,2132,60,M,Maestría,1,1
Ana,Sevilla,3984,69,F,Maestría,1,1
Ana,Barcelona,4837,41,M,Maestría,0,0
Juan,Sevilla,4650,49,F,Doctorado,1,1
Elena,Granada,4639,53,F,Bachillerato,0,0
Laura,Madrid,3127,39,F,Maestría,0,0
Juan,Sevilla,2449,40,F,Bachillerato,1,0
Laura,Madrid,3184,52,F,Bachillerato,1,0
Luis,Palma de Mallorca,3847,42,F,Licenciatura,1,1
Diego,Málaga,4149,62,M,Bachillerato,0,0
Laura,Sevilla,4029,25,F,Bachillerato,1,0
Diego,Málaga,2649,54,M,Maestría,0,1
Diego,Bilbao,4094,24,F,Maestría,1,0
Jose,Valencia,4533,41,F,Doctorado,0,0
Ana,Sevilla,3475,36,M,Doctorado,1,1
Carlos,Valencia,1149,41,M,Doctorado,1,1
Juan,Sevilla,2928,34,M,Maestría,0,1
Carlos,Zaragoza,3068,59,F,Licenciatura,1,1
Jose,Valencia,3802,66,F,Maestría,1,1
Maria,Madrid,4007,52,M,Maestría,0,1
Elena,Zaragoza,3632,31,F,Licenciatura,0,0
Laura,Bilbao,3297,60,M,Maestría,1,0
Pedro,Madrid,3797,23,M,Maestría,1,1
Pedro,Barcelona,1531,28,F,Licenciatura,1,1
Maria,Bilbao,2333,26,F,Licenciatura,1,0
Diego,Barcelona,4481,37,F,Maestría,1,1
Elena,Las Palmas,1461,29,M,Maestría,0,1
Maria,Sevilla,1489,51,F,Licenciatura,1,0
Juan,Granada,4893,67,F,Licenciatura,1,0
Luis,Granada,2363,55,F,Maestría,1,0
Elena,Valencia,4667,44,M,Licenciatura,1,0
Jose,Málaga,3265,34,M,Licenciatura,1,0
Maria,Málaga,4468,38,M,Bachillerato,0,1
Maria,Palma de Mallorca,3337,35,F,Licenciatura,0,1
Juan,Granada,2678,47,F,Bachillerato,1,0
Maria,Madrid,2532,41,F,Doctorado,1,1
Diego,Madrid,2858,26,M,Licenciatura,1,1
Laura,Valencia,3235,40,F,Maestría,0,1
Ana,Bilbao,4889,41,F,Doctorado,1,0
Pedro,Las Palmas,1989,38,M,Bachillerato,1,0
Elena,Palma de Mallorca,4005,64,F,Bachillerato,1,1
Luis,Palma de Mallorca,4265,63,M,Bachillerato,1,1
Luis,Madrid,1834,44,F,Licenciatura,0,1
Luis,Málaga,3266,50,F,Licenciatura,1,0
Ana,Palma de Mallorca,4135,47,M,Bachillerato,0,1
Ana,Barcelona,2387,61,M,Licenciatura,1,0
Pedro,Palma de Mallorca,1720,43,F,Doctorado,0,1
Carlos,Madrid,2888,58,M,Bachillerato,1,1
Pedro,Barcelona,2716,61,M,Licenciatura,0,0
Luis,Granada,2530,64,M,Maestría,1,0
Luis,Valencia,2966,46,F,Licenciatura,0,0
Luis,Madrid,1880,51,M,Maestría,1,1
Diego,Bilbao,3560,21,F,Bachillerato,0,1
Carlos,Palma de Mallorca,1519,26,F,Maestría,0,1
Diego,Málaga,4969,53,M,Licenciatura,1,1
Ana,Las Palmas,4953,46,F,Maestría,0,0
Juan,Málaga,4392,33,F,Doctorado,1,0
Ana,Málaga,3828,18,M,Doctorado,1,0
Pedro,Palma de Mallorca,2955,20,F,Bachillerato,1,0
Jose,Málaga,4291,33,F,Licenciatura,0,0
Juan,Sevilla,3921,50,F,Licenciatura,1,0
Laura,Madrid,2562,53,F,Licenciatura,1,1
Carlos,Las Palmas,1133,61,M,Bachillerato,1,0
Ana,Madrid,3801,29,F,Bachillerato,1,1
Luis,Granada,4870,46,M,Bachillerato,0,1
Elena,Valencia,2142,27,F,Doctorado,0,1
Laura,Barcelona,4541,20,M,Maestría,0,1
Luis,Granada,4858,46,M,Maestría,0,1
Juan,Sevilla,2906,51,F,Licenciatura,1,0
Diego,Barcelona,3731,45,F,Licenciatura,0,1
Luis,Valencia,4729,41,M,Maestría,1,0
Ana,Sevilla,2176,48,F,Licenciatura,1,0
Carlos,Valencia,1861,24,F,Licenciatura,0,1
Ana,Valencia,1105,38,M,Maestría,0,0
Elena,Las Palmas,3796,39,F,Bachillerato,0,1
Laura,Las Palmas,4968,46,F,Licenciatura,0,0
Laura,Barcelona,2452,41,M,Maestría,0,1
Jose,Madrid,1031,56,F,Bachillerato,0,1
Maria,Las Palmas,3828,65,M,Doctorado,1,0
Juan,Valencia,1079,54,M,Doctorado,1,0
Pedro,Las Palmas,3097,59,F,Bachillerato,0,0
Ana,Málaga,3030,68,F,Maestría,0,0
Diego,Sevilla,2020,61,M,Doctorado,1,1
Luis,Zaragoza,1079,34,M,Maestría,0,0
Carlos,Granada,4162,60,F,Bachillerato,0,1
Laura,Valencia,2940,26,F,Bachillerato,1,1
Pedro,Granada,4703,53,M,Maestría,0,1
Ana,Valencia,1595,68,F,Bachillerato,0,0
Diego,Sevilla,3196,44,M,Maestría,1,1
Ana,Sevilla,1795,27,F,Maestría,0,0
Elena,Madrid,1120,28,M,Bachillerato,0,0
Luis,Palma de Mallorca,3195,43,F,Doctorado,1,1
Laura,Valencia,2918,28,F,Licenciatura,0,1
Laura,Zaragoza,1705,33,M,Maestría,0,0
Maria,Palma de Mallorca,2001,52,F,Doctorado,1,0
Carlos,Barcelona,3004,59,M,Bachillerato,0,0
Jose,Palma de Mallorca,3326,62,F,Licenciatura,1,0
Pedro,Bilbao,1306,35,M,Licenciatura,0,1
Pedro,Bilbao,1011,68,F,Licenciatura,1,1
Elena,Barcelona,4137,39,M,Licenciatura,0,0
Luis,Las Palmas,4374,63,M,Bachillerato,0,1
Maria,Zaragoza,3531,36,M,Maestría,1,0
Elena,Las Palmas,1978,29,F,Doctorado,0,1
Jose,Bilbao,2277,66,M,Licenciatura,0,1
Pedro,Málaga,4648,56,F,Bachillerato,0,0
Luis,Madrid,1582,44,F,Maestría,0,1
Jose,Málaga,4649,54,M,Doctorado,1,1
Pedro,Málaga,3391,31,M,Maestría,0,0
Laura,Bilbao,1445,33,M,Bachillerato,1,1
Laura,Zaragoza,1302,39,F,Doctorado,0,1
Diego,Bilbao,1475,32,F,Bachillerato,0,1
Elena,Zaragoza,3596,20,F,Doctorado,0,0
Pedro,Granada,3440,43,F,Maestría,1,0
Pedro,Bilbao,2684,63,M,Bachillerato,0,1
Diego,Valencia,4363,47,M,Maestría,1,0
Maria,Granada,2458,56,M,Licenciatura,0,0
Pedro,Las Palmas,1720,27,F,Bachillerato,1,1
Luis,Madrid,3025,66,M,Bachillerato,0,1
Luis,Zaragoza,4986,41,M,Bachillerato,0,1
Maria,Bilbao,3718,65,M,Maestría,1,1
Pedro,Valencia,1249,18,F,Doctorado,1,0
Juan,Madrid,3827,59,F,Doctorado,1,1
Maria,Sevilla,1375,37,M,Bachillerato,1,1
Diego,Bilbao,2884,62,F,Doctorado,0,1
Jose,Málaga,2213,38,M,Doctorado,0,1
Pedro,Palma de Mallorca,2935,65,F,Bachillerato,0,0
Laura,Palma de Mallorca,2441,59,M,Licenciatura,1,0
Jose,Granada,3573,20,F,Licenciatura,0,1
Diego,Málaga,3533,18,M,Bachillerato,0,0
Juan,Madrid,3113,42,F,Maestría,0,0
Jose,Zaragoza,2677,57,F,Maestría,1,1
Ana,Barcelona,4954,30,M,Doctorado,1,0
Elena,Bilbao,3581,68,F,Bachillerato,1,0
Carlos,Barcelona,1479,28,M,Bachillerato,1,0
Pedro,Las Palmas,2058,51,M,Licenciatura,1,1
Juan,Granada,3559,27,M,Doctorado,1,1
Diego,Valencia,3111,58,F,Licenciatura,0,0
Ana,Málaga,3643,65,F,Doctorado,1,1
Jose,Bilbao,1842,29,F,Bachillerato,1,1
Elena,Zaragoza,2838,67,F,Doctorado,1,0
Pedro,Bilbao,4727,47,F,Maestría,0,0
Pedro,Valencia,1380,56,F,Maestría,0,0
Diego,Barcelona,2058,54,M,Doctorado,0,1
Carlos,Zaragoza,4254,37,F,Bachillerato,1,0
Pedro,Barcelona,1207,54,M,Bachillerato,0,0
Maria,Barcelona,1607,59,M,Bachillerato,0,1
Jose,Palma de Mallorca,3472,29,F,Licenciatura,0,1
Luis,Sevilla,1702,65,M,Bachillerato,0,0
Pedro,Sevilla,4062,58,M,Doctorado,1,0
Maria,Sevilla,3792,44,M,Licenciatura,0,1
Maria,Zaragoza,4892,30,M,Doctorado,0,0
Elena,Sevilla,2351,58,F,Doctorado,0,0
Ana,Madrid,1438,60,M,Bachillerato,1,1
Laura,Madrid,3047,38,M,Licenciatura,1,0
Jose,Bilbao,2896,36,M,Maestría,1,0
Carlos,Barcelona,2161,64,F,Bachillerato,0,0
Luis,Barcelona,3113,30,F,Licenciatura,0,1
Pedro,Bilbao,3832,62,M,Doctorado,0,1
Elena,Granada,3393,68,M,Bachillerato,1,0
Laura,Las Palmas,3908,56,M,Maestría,1,0
Elena,Zaragoza,3199,19,F,Maestría,1,0
Pedro,Bilbao,3305,35,M,Maestría,1,0
Ana,Zaragoza,2098,38,F,Maestría,0,0
